appw5g3.hosting.somedomain.net-10.102.19.128,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g3.hosting.somedomain.net-10.102.19.128,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g4.hosting.somedomain.net-10.102.19.129,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g4.hosting.somedomain.net-10.102.19.129,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g5.hosting.somedomain.net-10.102.19.130,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g5.hosting.somedomain.net-10.102.19.130,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g6.hosting.somedomain.net-10.102.19.131,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g6.hosting.somedomain.net-10.102.19.131,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g7.hosting.somedomain.net-10.102.19.132,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g7.hosting.somedomain.net-10.102.19.132,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g8.hosting.somedomain.net-10.102.19.133,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g8.hosting.somedomain.net-10.102.19.133,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5g9.hosting.somedomain.net-10.102.19.134,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5g9.hosting.somedomain.net-10.102.19.134,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5k1.hosting.somedomain.net-10.102.19.135,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5k1.hosting.somedomain.net-10.102.19.135,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5k2.hosting.somedomain.net-10.102.19.136,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5k2.hosting.somedomain.net-10.102.19.136,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw5k3.hosting.somedomain.net-10.102.19.137,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw5k3.hosting.somedomain.net-10.102.19.137,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw017p.hosting.somedomain.net-10.102.20.78,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw017p.hosting.somedomain.net-10.102.20.78,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw017q.hosting.somedomain.net-10.102.20.79,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw017q.hosting.somedomain.net-10.102.20.79,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw017r.hosting.somedomain.net-10.102.20.80,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw017r.hosting.somedomain.net-10.102.20.80,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw08t.hosting.somedomain.net-10.102.20.81,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw08t.hosting.somedomain.net-10.102.20.81,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw08u.hosting.somedomain.net-10.102.20.82,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw08u.hosting.somedomain.net-10.102.20.82,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw08v.hosting.somedomain.net-10.102.20.83,APP Disaster Recovery Servers,Lorem ipsum salt,DR,"Enterprise Data Center, Dallas, TX",appw08v.hosting.somedomain.net-10.102.20.83,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n1.caplab.hostingtest.somedomain.net(Master) 10.100.91.130,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n1.caplab.hostingtest.somedomain.net(Master) 10.100.91.130,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n2.caplab.hostingtest.somedomain.net 10.100.91.132,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n2.caplab.hostingtest.somedomain.net 10.100.91.132,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n3.caplab.hostingtest.somedomain.net 10.100.91.134,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n3.caplab.hostingtest.somedomain.net 10.100.91.134,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n4.caplab.hostingtest.somedomain.net 10.100.91.136,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n4.caplab.hostingtest.somedomain.net 10.100.91.136,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n5.caplab.hostingtest.somedomain.net 10.100.91.138,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n5.caplab.hostingtest.somedomain.net 10.100.91.138,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n6.caplab.hostingtest.somedomain.net 10.100.91.140,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n6.caplab.hostingtest.somedomain.net 10.100.91.140,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n7.caplab.hostingtest.somedomain.net 10.100.91.142,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n7.caplab.hostingtest.somedomain.net 10.100.91.142,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n8.caplab.hostingtest.somedomain.net 10.100.91.102,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n8.caplab.hostingtest.somedomain.net 10.100.91.102,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3n9.caplab.hostingtest.somedomain.net 10.100.91.146,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3n9.caplab.hostingtest.somedomain.net 10.100.91.146,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3p1.caplab.hostingtest.somedomain.net 10.100.91.148,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3p1.caplab.hostingtest.somedomain.net 10.100.91.148,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3p2.caplab.hostingtest.somedomain.net 10.100.91.150,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3p2.caplab.hostingtest.somedomain.net 10.100.91.150,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw3p3.caplab.hostingtest.somedomain.net 10.100.91.152,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw3p3.caplab.hostingtest.somedomain.net 10.100.91.152,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tu.caplab.hostingtest.somedomain.net 10.100.91.63,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tu.caplab.hostingtest.somedomain.net 10.100.91.63,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tv.caplab.hostingtest.somedomain.net 10.100.91.64,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tv.caplab.hostingtest.somedomain.net 10.100.91.64,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tw.caplab.hostingtest.somedomain.net 10.100.91.65,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tw.caplab.hostingtest.somedomain.net 10.100.91.65,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tx.caplab.hostingtest.somedomain.net 10.100.91.66,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tx.caplab.hostingtest.somedomain.net 10.100.91.66,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0ty.caplab.hostingtest.somedomain.net 10.100.91.67,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0ty.caplab.hostingtest.somedomain.net 10.100.91.67,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tz.caplab.hostingtest.somedomain.net 10.100.91.68,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tz.caplab.hostingtest.somedomain.net 10.100.91.68,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
appw0tz.caplab.hostingtest.somedomain.net 10.100.91.68,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",appw0tz.caplab.hostingtest.somedomain.net 10.100.91.68,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P4.uat.hostingtest.somedomain.net 10.100.91.154,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P4.uat.hostingtest.somedomain.net 10.100.91.154,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P5.uat.hostingtest.somedomain.net 10.100.91.156,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P5.uat.hostingtest.somedomain.net 10.100.91.156,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P6.uat.hostingtest.somedomain.net 10.100.91.158,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P6.uat.hostingtest.somedomain.net 10.100.91.158,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P7.uat.hostingtest.somedomain.net 10.100.91.160,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P7.uat.hostingtest.somedomain.net 10.100.91.160,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P8.uat.hostingtest.somedomain.net 10.100.91.162,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P8.uat.hostingtest.somedomain.net 10.100.91.162,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
APPW3P9.uat.hostingtest.somedomain.net 10.100.91.164,APP Capacity Lab Testing,Lorem ipsum salt,TESTING,"Enterprise Data Center, NY, NY. ",APPW3P9.uat.hostingtest.somedomain.net 10.100.91.164,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
DEV_UAT Master - appw2p3.us.somedomain.net (10.100.116.211 or 10.100.116.212),APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",DEVUAT Master - appw2p3.us.somedomain.net (10.100.116.211 or 10.100.116.212),DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
DEVUAT Slave - appw2p4.us.somedomain.net (10.100.116.213 or 10.100.116.214),APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",DEVUAT Slave - appw2p4.us.somedomain.net (10.100.116.213 or 10.100.116.214),DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
DEVDEV Master- appw2p5.us.somedomain.net (10.100.116.215 or 10.100.116.216),APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",DEVDEV Master- appw2p5.us.somedomain.net (10.100.116.215 or 10.100.116.216),DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
DEVDEV Slave - appw2p6.us.somedomain.net (10.100.116.217 or 10.100.116.218),APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",DEVDEV Slave - appw2p6.us.somedomain.net (10.100.116.217 or 10.100.116.218),DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
Sandbox Master- appw8g5.us.somedomain.net (10.100.119.39 or 10.100.116.37),APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",Sandbox Master- appw8g5.us.somedomain.net (10.100.119.39 or 10.100.116.37),DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
Sandbox Slave - appw8g4.us.somedomain.net  ,APP non-production development servers,Lorem ipsum salt,DEV,"Enterprise Data Center, NY, NY. ",Sandbox Slave - appw8g4.us.somedomain.net  ,DL@domain.net,APP Admins,UID_3,UID_10,UID_5,UID_6
